;school;sex;age;address;Pstatus;guardian;traveltime;studytime;failures;paid;internet;health;absences;G1;G2;G3;approved
237;GP;F;16.0;U;T;mother;1.0;1.0;0.0;no;yes;5.0;20.0;13.0;12.0;12.0;0.0
238;GP;F;17.0;R;T;mother;3.0;2.0;0.0;no;no;3.0;2.0;13.0;11.0;11.0;1.0
239;GP;M;18.0;U;T;father;1.0;2.0;1.0;no;yes;2.0;0.0;7.0;7.0;0.0;1.0
240;GP;M;17.0;U;T;mother;2.0;2.0;0.0;no;yes;5.0;14.0;12.0;12.0;12.0;0.0
241;GP;M;17.0;R;A;mother;2.0;2.0;0.0;yes;yes;4.0;2.0;10.0;11.0;12.0;1.0
242;GP;M;16.0;U;T;mother;1.0;1.0;0.0;no;yes;3.0;0.0;6.0;0.0;0.0;0.0
243;GP;M;16.0;U;T;mother;1.0;1.0;0.0;no;yes;5.0;0.0;13.0;12.0;12.0;1.0
244;GP;F;18.0;U;T;other;2.0;3.0;0.0;yes;yes;3.0;0.0;7.0;0.0;0.0;1.0
245;GP;M;16.0;U;T;mother;3.0;1.0;0.0;no;yes;4.0;6.0;18.0;18.0;18.0;0.0
246;GP;M;17.0;U;T;father;2.0;1.0;0.0;no;yes;2.0;4.0;12.0;12.0;13.0;0.0
247;GP;M;22.0;U;T;mother;1.0;1.0;3.0;no;yes;1.0;16.0;6.0;8.0;8.0;1.0
248;GP;M;18.0;R;T;mother;1.0;2.0;1.0;no;yes;5.0;8.0;3.0;5.0;5.0;0.0
249;GP;M;16.0;U;T;mother;1.0;1.0;0.0;yes;yes;5.0;0.0;13.0;15.0;15.0;1.0
250;GP;M;18.0;U;T;mother;2.0;1.0;1.0;no;yes;5.0;0.0;6.0;8.0;8.0;0.0
251;GP;M;16.0;U;T;other;3.0;2.0;0.0;no;yes;2.0;6.0;7.0;10.0;10.0;0.0
252;GP;M;18.0;U;T;mother;1.0;1.0;1.0;no;yes;5.0;4.0;6.0;9.0;8.0;1.0
253;GP;M;16.0;R;T;mother;2.0;1.0;0.0;no;no;3.0;0.0;8.0;9.0;8.0;0.0
254;GP;M;17.0;R;T;mother;1.0;1.0;0.0;no;yes;5.0;0.0;8.0;12.0;12.0;1.0
255;GP;M;17.0;U;T;mother;2.0;1.0;1.0;no;yes;5.0;2.0;7.0;9.0;8.0;1.0
256;GP;F;17.0;U;T;mother;1.0;4.0;0.0;yes;yes;4.0;6.0;14.0;12.0;13.0;1.0
257;GP;M;19.0;U;A;mother;1.0;2.0;0.0;no;yes;1.0;12.0;11.0;11.0;11.0;0.0
258;GP;M;18.0;U;T;mother;1.0;2.0;0.0;no;yes;4.0;8.0;15.0;14.0;14.0;0.0
259;GP;F;17.0;U;T;father;1.0;4.0;0.0;yes;yes;2.0;0.0;10.0;9.0;0.0;0.0
260;GP;F;18.0;U;T;father;1.0;2.0;0.0;yes;yes;2.0;21.0;17.0;18.0;18.0;1.0
261;GP;M;18.0;U;T;mother;1.0;2.0;0.0;yes;yes;3.0;2.0;8.0;8.0;8.0;0.0
262;GP;M;18.0;R;T;mother;1.0;3.0;0.0;no;no;3.0;1.0;13.0;12.0;12.0;0.0
263;GP;F;17.0;U;T;mother;1.0;3.0;0.0;no;no;4.0;4.0;10.0;9.0;9.0;1.0
264;GP;F;18.0;U;T;mother;1.0;3.0;0.0;yes;yes;3.0;0.0;9.0;10.0;0.0;1.0
265;GP;M;18.0;R;A;mother;2.0;2.0;0.0;yes;yes;1.0;13.0;17.0;17.0;17.0;1.0
266;GP;M;17.0;U;T;mother;1.0;2.0;0.0;yes;yes;5.0;2.0;9.0;9.0;10.0;1.0
267;GP;F;18.0;R;T;mother;2.0;2.0;0.0;yes;yes;4.0;8.0;12.0;10.0;11.0;0.0
268;GP;M;18.0;U;T;father;1.0;2.0;0.0;yes;yes;5.0;10.0;10.0;9.0;10.0;0.0
269;GP;F;18.0;R;T;mother;2.0;2.0;0.0;no;yes;3.0;0.0;6.0;0.0;0.0;1.0
270;GP;F;19.0;U;T;other;1.0;2.0;2.0;yes;yes;5.0;15.0;9.0;9.0;9.0;1.0
271;GP;F;18.0;U;T;father;1.0;4.0;0.0;yes;yes;2.0;4.0;15.0;14.0;14.0;1.0
272;GP;F;18.0;U;T;mother;2.0;2.0;0.0;yes;no;3.0;2.0;11.0;11.0;11.0;1.0
273;GP;M;17.0;R;T;mother;1.0;2.0;0.0;yes;no;1.0;2.0;15.0;14.0;14.0;1.0
274;GP;F;17.0;U;T;mother;2.0;2.0;0.0;yes;yes;1.0;2.0;10.0;10.0;10.0;0.0
275;GP;F;17.0;U;T;mother;2.0;2.0;0.0;yes;yes;5.0;6.0;12.0;12.0;12.0;0.0
276;GP;F;18.0;R;A;mother;2.0;2.0;0.0;no;yes;5.0;75.0;10.0;9.0;9.0;0.0
277;GP;M;18.0;U;T;mother;2.0;1.0;0.0;yes;yes;3.0;22.0;9.0;9.0;9.0;1.0
278;GP;F;18.0;U;T;father;1.0;2.0;1.0;no;yes;4.0;15.0;9.0;8.0;8.0;0.0
279;GP;M;18.0;U;T;mother;2.0;1.0;0.0;yes;yes;1.0;8.0;10.0;11.0;10.0;0.0
280;GP;M;17.0;U;A;mother;2.0;1.0;0.0;yes;yes;5.0;30.0;8.0;8.0;8.0;1.0
281;GP;M;17.0;U;A;mother;1.0;1.0;1.0;no;yes;3.0;19.0;11.0;9.0;10.0;1.0
282;GP;F;18.0;R;T;mother;2.0;4.0;0.0;yes;no;3.0;1.0;12.0;12.0;12.0;1.0
283;GP;F;18.0;U;T;mother;2.0;2.0;0.0;no;yes;4.0;4.0;8.0;9.0;10.0;1.0
284;GP;F;17.0;U;T;mother;1.0;2.0;0.0;no;yes;5.0;4.0;10.0;9.0;11.0;1.0
285;GP;M;17.0;U;T;father;1.0;2.0;0.0;yes;yes;4.0;2.0;12.0;10.0;11.0;1.0
286;GP;F;18.0;U;T;mother;1.0;3.0;0.0;yes;yes;2.0;5.0;18.0;18.0;19.0;1.0
287;GP;F;17.0;U;T;mother;1.0;3.0;0.0;yes;yes;3.0;6.0;13.0;12.0;12.0;1.0
288;GP;M;18.0;U;T;mother;1.0;3.0;0.0;yes;yes;2.0;6.0;15.0;14.0;14.0;1.0
289;GP;M;18.0;U;A;mother;1.0;2.0;0.0;yes;yes;2.0;9.0;15.0;13.0;15.0;1.0
290;GP;M;18.0;U;T;mother;1.0;2.0;0.0;yes;yes;5.0;11.0;12.0;11.0;11.0;1.0
291;GP;F;17.0;U;T;mother;1.0;3.0;0.0;yes;yes;3.0;0.0;15.0;15.0;15.0;1.0
292;GP;F;18.0;U;T;mother;1.0;2.0;1.0;no;yes;5.0;12.0;12.0;12.0;13.0;1.0
293;GP;F;17.0;R;T;mother;2.0;4.0;0.0;yes;no;3.0;6.0;18.0;18.0;18.0;1.0
294;GP;M;18.0;R;T;mother;2.0;3.0;0.0;yes;yes;4.0;8.0;14.0;13.0;14.0;0.0
295;GP;M;17.0;U;T;mother;1.0;1.0;0.0;yes;yes;5.0;4.0;14.0;12.0;11.0;0.0
296;GP;F;19.0;U;T;other;2.0;2.0;0.0;yes;yes;2.0;0.0;10.0;9.0;0.0;1.0
297;GP;F;18.0;U;T;other;2.0;2.0;0.0;yes;yes;2.0;10.0;10.0;8.0;8.0;1.0
298;GP;F;18.0;U;T;father;1.0;4.0;0.0;yes;yes;3.0;0.0;14.0;13.0;14.0;1.0
299;GP;M;18.0;U;T;mother;1.0;1.0;0.0;yes;yes;1.0;5.0;16.0;15.0;16.0;1.0
300;GP;F;18.0;U;A;mother;1.0;2.0;0.0;no;yes;4.0;14.0;12.0;10.0;11.0;1.0
301;GP;M;17.0;U;T;father;2.0;1.0;0.0;yes;yes;5.0;0.0;11.0;11.0;10.0;1.0
302;GP;F;17.0;U;T;mother;2.0;3.0;0.0;yes;yes;3.0;0.0;15.0;12.0;14.0;0.0
303;GP;F;17.0;U;T;father;1.0;4.0;0.0;yes;yes;5.0;0.0;17.0;17.0;18.0;1.0
304;GP;M;19.0;U;T;other;1.0;2.0;1.0;no;yes;3.0;20.0;15.0;14.0;13.0;1.0
305;GP;F;18.0;U;T;other;1.0;2.0;1.0;yes;yes;3.0;8.0;14.0;12.0;12.0;0.0
306;GP;M;20.0;U;A;other;1.0;1.0;0.0;no;no;5.0;0.0;17.0;18.0;18.0;1.0
307;GP;M;19.0;U;T;other;2.0;1.0;1.0;yes;yes;4.0;38.0;8.0;9.0;8.0;0.0
308;GP;M;19.0;R;T;father;1.0;2.0;1.0;no;no;5.0;0.0;15.0;12.0;12.0;0.0
309;GP;F;19.0;U;T;other;1.0;2.0;1.0;no;yes;3.0;18.0;12.0;10.0;10.0;0.0
310;GP;F;19.0;U;T;other;1.0;2.0;1.0;no;no;3.0;0.0;9.0;9.0;0.0;1.0
311;GP;F;19.0;U;T;other;3.0;2.0;0.0;no;yes;2.0;20.0;14.0;12.0;13.0;0.0
312;GP;M;19.0;U;T;other;1.0;2.0;1.0;no;yes;4.0;3.0;13.0;11.0;11.0;1.0
313;GP;F;19.0;U;T;other;2.0;2.0;1.0;yes;yes;1.0;22.0;13.0;10.0;11.0;0.0
314;GP;F;19.0;U;T;other;1.0;3.0;2.0;no;yes;3.0;14.0;15.0;13.0;13.0;0.0
315;GP;F;19.0;R;T;other;1.0;3.0;1.0;no;yes;3.0;40.0;13.0;11.0;11.0;0.0
316;GP;F;18.0;U;T;mother;2.0;2.0;0.0;yes;yes;1.0;0.0;8.0;8.0;0.0;1.0
317;GP;F;18.0;U;T;mother;1.0;3.0;0.0;yes;yes;5.0;9.0;9.0;10.0;9.0;1.0
318;GP;F;17.0;R;T;father;1.0;3.0;0.0;yes;yes;5.0;0.0;11.0;11.0;10.0;0.0
319;GP;F;18.0;U;T;mother;1.0;2.0;0.0;yes;yes;5.0;2.0;11.0;11.0;11.0;0.0
320;GP;F;17.0;U;A;mother;1.0;2.0;0.0;yes;yes;5.0;23.0;13.0;13.0;13.0;1.0
321;GP;F;17.0;U;T;mother;1.0;2.0;0.0;no;no;3.0;12.0;11.0;9.0;9.0;1.0
322;GP;F;17.0;R;T;mother;1.0;3.0;0.0;yes;yes;3.0;3.0;11.0;11.0;11.0;1.0
323;GP;F;17.0;U;T;father;1.0;3.0;0.0;no;yes;5.0;1.0;12.0;14.0;15.0;1.0
324;GP;F;17.0;U;T;father;2.0;3.0;0.0;no;yes;2.0;0.0;16.0;15.0;15.0;1.0
325;GP;M;18.0;U;T;mother;1.0;3.0;0.0;no;yes;3.0;3.0;9.0;12.0;11.0;1.0
326;GP;M;17.0;U;T;mother;1.0;1.0;0.0;no;yes;5.0;3.0;14.0;15.0;16.0;0.0
327;GP;M;17.0;R;T;mother;4.0;1.0;0.0;no;yes;4.0;8.0;11.0;10.0;10.0;1.0
328;GP;F;17.0;U;T;mother;1.0;3.0;0.0;yes;yes;4.0;7.0;10.0;9.0;9.0;0.0
329;GP;F;17.0;U;T;mother;2.0;3.0;0.0;yes;yes;4.0;4.0;14.0;14.0;14.0;1.0
330;GP;M;18.0;U;T;mother;1.0;4.0;0.0;no;yes;5.0;2.0;9.0;8.0;8.0;0.0
331;GP;F;17.0;R;T;father;1.0;3.0;0.0;no;yes;5.0;7.0;12.0;14.0;14.0;0.0
332;GP;F;18.0;U;T;mother;1.0;2.0;0.0;no;yes;4.0;0.0;7.0;0.0;0.0;0.0
333;GP;F;18.0;U;T;other;1.0;2.0;0.0;no;yes;2.0;0.0;8.0;8.0;0.0;0.0
334;GP;F;18.0;R;T;mother;2.0;4.0;0.0;no;no;4.0;0.0;10.0;9.0;0.0;1.0
335;GP;F;17.0;U;T;mother;1.0;3.0;0.0;no;yes;5.0;16.0;16.0;15.0;15.0;0.0
336;GP;F;19.0;R;A;other;1.0;3.0;1.0;yes;no;5.0;12.0;14.0;13.0;13.0;1.0
337;GP;F;17.0;U;T;mother;1.0;2.0;0.0;yes;yes;2.0;0.0;7.0;8.0;0.0;1.0
338;GP;F;18.0;U;T;mother;1.0;4.0;0.0;no;yes;1.0;7.0;16.0;15.0;17.0;1.0
339;GP;F;17.0;R;A;mother;1.0;2.0;0.0;yes;yes;2.0;4.0;9.0;10.0;10.0;0.0
340;GP;F;19.0;U;T;other;1.0;3.0;1.0;yes;yes;3.0;4.0;11.0;12.0;11.0;1.0
341;GP;M;18.0;U;T;father;1.0;2.0;1.0;no;yes;2.0;0.0;10.0;10.0;0.0;0.0
342;GP;M;18.0;U;T;mother;1.0;2.0;0.0;no;yes;5.0;11.0;16.0;15.0;15.0;1.0
343;GP;F;17.0;U;A;father;1.0;2.0;1.0;no;yes;4.0;0.0;9.0;8.0;0.0;1.0
344;GP;F;18.0;U;T;mother;1.0;3.0;0.0;no;yes;3.0;4.0;11.0;10.0;10.0;1.0
345;GP;F;18.0;U;T;mother;1.0;3.0;0.0;no;yes;1.0;7.0;13.0;13.0;14.0;0.0
346;GP;M;18.0;R;T;mother;1.0;3.0;0.0;no;yes;4.0;9.0;16.0;15.0;16.0;1.0
347;GP;M;18.0;U;T;mother;1.0;3.0;0.0;yes;yes;5.0;0.0;10.0;10.0;9.0;1.0
348;GP;F;17.0;U;T;mother;1.0;3.0;0.0;yes;yes;4.0;0.0;13.0;15.0;15.0;0.0
349;MS;M;18.0;R;T;mother;2.0;1.0;1.0;no;yes;5.0;10.0;11.0;13.0;13.0;1.0
350;MS;M;19.0;R;T;other;3.0;2.0;3.0;no;yes;2.0;8.0;8.0;7.0;8.0;0.0
351;MS;M;17.0;U;T;mother;2.0;2.0;0.0;yes;yes;3.0;2.0;13.0;13.0;13.0;0.0
352;MS;M;18.0;U;T;mother;1.0;1.0;1.0;no;yes;3.0;7.0;8.0;7.0;8.0;1.0
353;MS;M;19.0;R;T;other;3.0;1.0;1.0;no;yes;5.0;4.0;8.0;8.0;8.0;0.0
354;MS;M;17.0;R;T;mother;2.0;2.0;0.0;yes;yes;2.0;4.0;13.0;11.0;11.0;1.0
355;MS;F;18.0;U;T;father;1.0;2.0;0.0;no;no;5.0;0.0;10.0;9.0;9.0;1.0
356;MS;F;17.0;R;T;father;2.0;2.0;0.0;yes;yes;5.0;4.0;12.0;13.0;13.0;1.0
357;MS;F;17.0;U;A;mother;2.0;2.0;0.0;no;no;5.0;2.0;12.0;12.0;11.0;1.0
358;MS;M;18.0;U;T;father;2.0;1.0;0.0;no;yes;3.0;4.0;10.0;10.0;10.0;1.0
359;MS;F;18.0;U;T;father;2.0;3.0;0.0;no;yes;4.0;0.0;18.0;16.0;16.0;1.0
360;MS;F;18.0;R;A;mother;3.0;2.0;0.0;no;no;5.0;0.0;13.0;13.0;13.0;1.0
361;MS;M;18.0;R;T;mother;2.0;2.0;1.0;no;no;5.0;2.0;13.0;12.0;12.0;1.0
362;MS;F;18.0;U;T;mother;2.0;2.0;0.0;no;yes;3.0;0.0;11.0;11.0;10.0;1.0
363;MS;F;17.0;U;T;mother;1.0;2.0;0.0;yes;yes;1.0;0.0;16.0;15.0;15.0;1.0
364;MS;F;17.0;R;T;father;2.0;2.0;0.0;no;no;3.0;0.0;12.0;11.0;12.0;1.0
365;MS;M;18.0;R;T;mother;2.0;2.0;0.0;yes;no;3.0;4.0;10.0;10.0;10.0;0.0
366;MS;M;18.0;U;T;mother;2.0;3.0;0.0;yes;yes;5.0;0.0;13.0;13.0;13.0;1.0
367;MS;F;17.0;R;T;mother;3.0;1.0;1.0;yes;yes;1.0;0.0;7.0;6.0;0.0;1.0
368;MS;F;18.0;U;T;father;2.0;1.0;0.0;yes;yes;4.0;0.0;11.0;10.0;10.0;0.0
369;MS;F;18.0;R;T;father;3.0;2.0;0.0;yes;yes;5.0;10.0;14.0;12.0;11.0;1.0
370;MS;F;19.0;U;T;other;2.0;2.0;2.0;no;no;3.0;4.0;7.0;7.0;9.0;1.0
371;MS;M;18.0;R;T;father;3.0;1.0;0.0;yes;yes;3.0;3.0;14.0;12.0;12.0;0.0
372;MS;F;17.0;U;T;mother;1.0;3.0;0.0;no;no;3.0;8.0;13.0;11.0;11.0;1.0
373;MS;F;17.0;R;T;mother;1.0;1.0;0.0;no;yes;1.0;14.0;6.0;5.0;5.0;1.0
374;MS;F;18.0;R;T;mother;2.0;3.0;0.0;no;yes;1.0;0.0;19.0;18.0;19.0;1.0
375;MS;F;18.0;R;T;mother;4.0;3.0;0.0;no;yes;4.0;2.0;8.0;8.0;10.0;1.0
376;MS;F;20.0;U;T;other;2.0;3.0;2.0;yes;yes;3.0;4.0;15.0;14.0;15.0;1.0
377;MS;F;18.0;R;T;mother;1.0;2.0;0.0;yes;yes;2.0;4.0;8.0;9.0;10.0;0.0
378;MS;F;18.0;U;T;mother;1.0;2.0;0.0;yes;yes;1.0;0.0;15.0;15.0;15.0;1.0
379;MS;F;17.0;R;T;mother;1.0;2.0;0.0;yes;yes;1.0;17.0;10.0;10.0;10.0;0.0
380;MS;M;18.0;U;T;father;1.0;2.0;0.0;yes;yes;2.0;4.0;15.0;14.0;14.0;1.0
381;MS;M;18.0;R;T;mother;2.0;1.0;0.0;no;yes;5.0;5.0;7.0;6.0;7.0;0.0
382;MS;M;17.0;U;T;father;2.0;2.0;0.0;no;yes;3.0;2.0;11.0;11.0;10.0;0.0
383;MS;M;19.0;R;T;mother;2.0;1.0;1.0;no;no;5.0;0.0;6.0;5.0;0.0;1.0
384;MS;M;18.0;R;T;father;2.0;1.0;1.0;yes;no;3.0;14.0;6.0;5.0;5.0;0.0
385;MS;F;18.0;R;T;mother;2.0;3.0;0.0;yes;no;4.0;2.0;10.0;9.0;10.0;0.0
386;MS;F;18.0;R;T;mother;3.0;1.0;0.0;yes;yes;5.0;7.0;6.0;5.0;6.0;0.0
387;MS;F;19.0;R;T;mother;1.0;3.0;1.0;no;yes;5.0;0.0;7.0;5.0;0.0;0.0
388;MS;F;18.0;U;T;mother;1.0;2.0;0.0;yes;yes;1.0;0.0;7.0;9.0;8.0;0.0
389;MS;F;18.0;U;T;mother;2.0;2.0;1.0;no;no;5.0;0.0;6.0;5.0;0.0;1.0
390;MS;M;20.0;U;A;other;1.0;2.0;2.0;yes;no;4.0;11.0;9.0;9.0;9.0;0.0
391;MS;M;17.0;U;T;mother;2.0;1.0;0.0;no;yes;2.0;3.0;14.0;16.0;16.0;1.0
392;MS;M;21.0;R;T;other;1.0;1.0;3.0;no;no;3.0;3.0;10.0;8.0;7.0;0.0
393;MS;M;18.0;R;T;mother;3.0;1.0;0.0;no;yes;5.0;0.0;11.0;12.0;10.0;
394;MS;M;19.0;U;T;father;1.0;1.0;0.0;no;yes;5.0;5.0;8.0;9.0;9.0;
0;;;;;;;;;;;;;;;;;1.0
1;;;;;;;;;;;;;;;;;1.0
