;school;sex;age;address;Pstatus;guardian;traveltime;studytime;failures;paid;internet;health;absences;G1;G2;G3;approved
359;GP;F;17;R;T;father;1;3;0;no;yes;5;2;15;15;17;1
360;GP;F;18;U;T;father;1;2;0;no;yes;3;8;11;12;14;1
361;GP;M;19;U;T;mother;2;2;0;no;yes;1;9;11;10;10;1
362;GP;F;18;U;T;mother;1;2;0;no;yes;5;0;12;11;13;1
363;GP;F;18;U;T;mother;1;1;0;no;yes;1;4;11;12;14;1
364;GP;F;17;U;T;mother;1;1;0;no;yes;5;2;14;15;17;1
365;GP;F;17;U;A;mother;1;2;0;no;yes;5;14;15;14;17;1
366;GP;F;17;U;A;mother;1;2;0;no;yes;5;0;12;12;13;1
367;GP;F;17;U;T;father;1;2;0;no;yes;2;2;11;12;14;1
368;GP;M;18;U;T;father;1;1;0;no;yes;5;2;8;9;11;1
369;GP;F;19;U;T;other;3;3;0;no;no;5;12;10;10;11;1
370;GP;F;19;U;A;other;3;2;2;no;yes;4;2;8;8;9;0
371;GP;F;18;U;T;mother;1;1;0;no;yes;5;2;10;10;10;1
372;GP;F;17;U;T;mother;1;2;0;no;no;3;4;14;13;13;1
373;GP;F;17;R;T;mother;1;3;0;no;yes;3;0;11;11;10;1
374;GP;F;17;U;T;father;1;3;0;no;yes;5;0;17;18;17;1
375;GP;F;17;U;T;father;2;3;0;no;yes;2;0;14;14;15;1
376;GP;F;18;U;T;mother;2;3;0;no;yes;2;0;14;14;14;1
377;GP;M;18;U;T;mother;1;3;0;no;yes;3;0;13;14;13;1
378;GP;M;17;U;T;mother;1;1;0;no;yes;5;0;17;18;17;1
379;GP;M;17;R;T;mother;4;1;0;no;yes;4;2;11;10;10;1
380;GP;F;17;U;T;mother;1;3;0;no;yes;4;0;13;12;13;1
381;GP;F;17;U;T;mother;2;3;0;no;yes;4;4;15;14;15;1
382;GP;F;17;U;T;mother;1;1;0;yes;yes;5;2;11;12;11;1
383;GP;M;18;U;T;mother;1;4;0;yes;yes;5;0;11;11;12;1
384;GP;M;19;R;T;other;1;1;0;no;no;5;0;11;10;10;1
385;GP;F;18;U;T;mother;4;2;0;no;no;2;2;10;9;10;1
386;GP;F;17;R;T;father;1;3;0;no;yes;5;0;15;15;15;1
387;GP;M;18;U;T;mother;1;1;0;no;yes;5;6;15;14;15;1
388;GP;F;18;U;T;mother;1;2;0;no;yes;4;8;10;11;12;1
389;GP;F;18;U;T;other;1;2;0;no;yes;2;0;10;9;12;1
390;GP;F;18;R;T;mother;2;4;0;no;no;4;6;14;13;14;1
391;GP;F;17;U;T;mother;1;3;0;no;yes;5;8;11;13;14;1
392;GP;F;17;U;T;mother;1;2;0;no;yes;2;0;12;13;15;1
393;GP;F;18;U;T;mother;1;4;0;no;yes;1;4;14;14;15;1
394;GP;F;17;R;A;mother;1;2;0;no;yes;2;0;14;14;16;1
395;GP;M;18;U;T;father;1;2;0;no;yes;2;0;12;12;13;1
396;GP;M;18;U;T;mother;1;2;0;no;yes;5;6;16;16;17;1
397;GP;F;17;U;A;father;1;2;0;no;yes;4;18;10;12;14;0
398;GP;F;18;U;T;mother;1;3;0;no;yes;3;0;11;12;14;1
399;GP;F;18;U;T;mother;1;3;0;no;yes;1;4;14;16;17;1
400;GP;M;18;R;T;mother;1;3;0;no;yes;4;4;15;14;17;1
401;GP;M;18;U;T;mother;1;3;0;no;yes;5;0;14;13;14;1
402;GP;F;17;U;T;mother;1;3;0;no;yes;4;0;11;12;13;1
403;GP;F;17;U;T;mother;2;2;0;no;yes;1;10;12;15;15;1
404;GP;F;17;U;T;mother;1;2;0;no;yes;4;4;12;16;16;1
405;GP;F;19;U;A;other;2;1;1;no;yes;5;16;10;11;11;0
406;GP;F;17;U;T;mother;1;1;1;yes;yes;3;6;10;13;13;1
407;GP;F;21;U;T;other;1;3;2;yes;yes;5;0;9;12;12;1
408;GP;M;18;U;T;mother;1;2;0;no;yes;3;11;9;11;12;1
409;GP;M;18;U;A;other;1;2;0;no;yes;2;9;13;14;15;1
410;GP;F;17;U;T;mother;1;2;0;no;yes;4;0;13;17;17;1
411;GP;M;17;U;A;mother;1;3;0;no;yes;4;2;12;15;15;1
412;GP;F;18;U;T;mother;1;2;0;no;yes;3;0;14;17;17;1
413;GP;M;21;R;T;other;2;2;2;no;yes;4;21;9;10;10;0
414;GP;F;20;R;T;other;2;3;0;no;yes;3;8;11;15;15;1
415;GP;F;19;U;T;other;1;1;1;no;yes;5;5;9;10;11;1
416;GP;M;17;U;A;mother;1;2;0;no;yes;5;10;16;18;18;1
417;GP;F;18;U;T;father;1;3;0;no;yes;2;5;14;17;17;1
418;GP;M;18;R;T;father;1;1;0;no;yes;4;13;13;14;14;1
419;GP;M;19;U;T;mother;1;1;0;no;yes;4;10;7;11;11;1
420;GP;F;18;U;A;mother;2;2;0;no;yes;4;10;14;17;17;1
421;GP;F;20;U;T;mother;2;1;1;no;yes;5;5;8;10;10;1
422;GP;F;18;U;T;mother;1;2;0;no;yes;1;4;10;13;13;1
423;MS;F;16;U;T;father;2;1;0;no;yes;5;11;10;11;11;1
424;MS;F;16;R;T;mother;2;2;0;no;yes;5;0;12;12;12;1
425;MS;F;15;R;T;mother;1;1;1;no;no;2;6;10;10;10;1
426;MS;F;15;R;T;mother;2;1;0;no;yes;5;4;10;10;11;1
427;MS;F;16;R;T;mother;2;2;0;no;no;5;0;16;17;17;1
428;MS;F;15;R;T;mother;2;1;0;no;no;1;0;6;8;9;0
429;MS;M;16;R;A;mother;1;2;0;no;no;2;5;10;11;11;1
430;MS;M;16;U;A;mother;1;3;0;no;yes;5;0;10;11;11;1
431;MS;F;17;R;T;father;1;2;1;no;no;5;0;10;10;10;1
432;MS;F;17;R;T;father;1;1;1;no;yes;5;0;6;6;7;0
433;MS;F;15;R;T;mother;2;1;0;no;yes;5;0;13;14;14;1
434;MS;F;16;U;A;mother;2;4;0;no;no;1;4;10;9;11;1
435;MS;F;15;R;T;father;2;2;0;no;yes;4;0;10;10;10;1
436;MS;F;15;R;T;mother;2;1;1;no;yes;2;4;6;7;8;0
437;MS;F;16;R;T;mother;2;1;0;no;no;2;0;12;11;12;1
438;MS;F;17;R;T;mother;2;1;0;no;yes;3;2;10;11;12;1
439;MS;F;15;R;T;father;2;1;0;no;yes;4;0;14;16;16;1
440;MS;M;16;U;T;mother;2;2;0;no;no;3;0;7;0;0;0
441;MS;M;17;U;T;mother;1;2;0;yes;yes;5;4;8;9;9;0
442;MS;M;15;R;T;father;1;2;0;no;yes;2;0;12;13;14;1
443;MS;M;15;R;T;father;1;2;0;no;yes;2;7;7;9;8;0
444;MS;M;16;R;T;mother;3;2;0;no;no;5;4;9;10;11;1
445;MS;M;15;R;T;mother;4;2;0;no;no;4;8;7;9;9;0
446;MS;M;15;U;T;father;1;2;0;no;yes;5;0;11;11;11;1
447;MS;M;17;R;T;mother;3;1;0;no;no;3;8;8;10;9;0
448;MS;F;16;R;T;mother;2;3;0;no;yes;4;6;16;16;17;1
449;MS;F;15;R;T;mother;2;1;0;no;no;1;3;11;13;13;1
450;MS;F;16;R;T;mother;3;2;0;no;yes;1;2;15;15;15;1
451;MS;M;16;R;T;father;2;2;0;no;no;5;0;10;11;11;1
452;MS;F;16;R;T;mother;3;2;0;no;yes;4;4;9;10;11;1
453;MS;F;16;U;T;mother;1;3;1;no;no;4;0;10;8;8;0
454;MS;F;16;U;T;mother;1;3;1;no;no;4;3;9;8;8;0
455;MS;F;15;U;T;mother;1;2;0;no;yes;2;0;9;10;9;0
456;MS;F;16;U;T;father;1;2;0;no;no;2;0;13;14;15;1
457;MS;M;17;R;T;mother;1;1;0;no;yes;3;4;10;11;11;1
458;MS;F;16;R;T;father;4;4;0;no;yes;1;0;13;10;13;1
459;MS;F;16;R;T;father;4;3;0;no;no;5;2;10;9;10;1
460;MS;F;15;R;T;father;2;2;0;no;yes;2;1;11;10;11;1
461;MS;F;16;R;T;mother;2;1;0;no;yes;2;0;13;12;14;1
462;MS;F;15;R;T;father;3;2;0;no;no;2;0;13;14;14;1
463;MS;F;15;R;T;father;1;3;0;no;no;5;2;14;11;12;1
464;MS;M;16;R;T;father;2;1;0;no;no;5;6;11;11;11;1
465;MS;F;18;U;T;father;1;2;1;no;yes;5;9;9;8;8;0
466;MS;M;15;U;T;mother;2;1;0;no;no;4;0;10;9;11;1
467;MS;F;16;R;T;father;3;2;0;no;yes;2;1;14;13;14;1
468;MS;M;15;U;T;mother;3;1;0;no;no;4;1;13;12;13;1
469;MS;M;16;U;T;father;1;2;0;no;no;3;0;13;12;13;1
470;MS;F;15;R;T;mother;1;2;0;no;yes;1;4;13;12;12;1
471;MS;F;16;R;T;mother;2;2;1;no;no;5;2;12;11;12;1
472;MS;F;16;R;T;father;3;1;0;no;no;4;0;14;14;16;1
473;MS;M;16;U;T;mother;2;1;0;no;yes;4;4;10;8;10;1
474;MS;M;15;R;T;father;3;1;0;no;yes;3;2;10;11;11;1
475;MS;F;15;U;T;mother;2;3;0;no;no;4;0;12;13;14;1
476;MS;F;16;R;T;mother;1;1;0;no;yes;5;2;10;8;8;0
477;MS;M;15;U;T;father;2;1;0;no;yes;3;11;12;10;11;1
478;MS;F;16;R;T;father;2;2;3;no;no;1;0;7;7;8;0
479;MS;F;17;U;T;mother;1;1;0;no;no;5;4;9;9;10;1
480;MS;F;19;U;T;other;1;1;1;no;yes;2;0;9;9;10;1
481;MS;F;17;R;T;mother;3;1;0;no;no;3;2;9;10;11;1
482;MS;F;15;R;T;mother;2;1;0;no;no;4;0;9;10;9;0
483;MS;F;16;R;T;father;3;2;0;no;yes;1;1;9;10;11;1
484;MS;F;16;U;A;mother;1;1;0;no;no;1;6;7;7;8;0
485;MS;F;17;R;T;mother;2;2;0;no;yes;4;0;11;10;11;1
486;MS;F;16;U;T;father;1;1;1;yes;yes;3;1;9;10;10;1
487;MS;F;18;R;A;other;2;3;2;no;no;2;6;7;9;10;1
488;MS;F;19;U;T;mother;1;3;1;no;no;3;6;7;9;9;0
489;MS;M;18;R;T;mother;2;1;1;no;yes;4;0;8;9;10;1
490;MS;F;18;R;T;mother;2;1;1;no;yes;2;4;9;11;10;1
491;MS;F;19;U;T;other;2;2;1;no;yes;1;12;7;8;9;0
492;MS;F;16;R;A;mother;1;2;0;no;no;3;2;8;10;10;1
493;MS;F;17;U;T;father;2;1;0;no;no;5;5;9;9;10;1
494;MS;F;16;R;T;mother;1;2;0;no;yes;3;0;8;9;9;0
495;MS;F;16;U;T;mother;1;1;0;no;yes;4;0;14;13;13;1
496;MS;F;16;R;T;mother;1;1;0;no;yes;4;2;14;14;14;1
497;MS;M;17;U;T;mother;2;4;1;yes;no;5;0;10;11;10;1
498;MS;F;16;U;T;mother;1;2;0;no;yes;1;0;14;13;14;1
499;MS;F;16;U;T;mother;1;1;0;yes;no;5;0;17;16;16;1
500;MS;M;17;U;T;father;1;1;1;no;yes;1;12;6;7;7;0
501;MS;M;16;U;T;father;1;1;0;no;yes;5;8;14;12;13;1
502;MS;M;17;R;T;mother;3;4;1;no;no;3;2;10;8;9;0
503;MS;F;16;U;T;other;1;4;0;no;yes;5;0;14;14;14;1
504;MS;F;19;U;T;mother;1;3;0;no;yes;1;0;12;13;13;1
505;MS;F;17;R;T;mother;2;1;0;no;yes;5;0;11;11;11;1
506;MS;F;20;U;T;mother;2;2;1;no;yes;3;8;11;9;10;1
507;MS;F;17;U;T;father;1;3;0;no;no;3;0;11;11;10;1
508;MS;M;17;R;T;mother;3;1;1;no;yes;5;0;10;9;9;0
509;MS;F;16;R;T;father;3;2;0;no;no;1;0;16;17;18;1
510;MS;F;17;R;T;mother;2;2;0;no;no;1;0;15;17;17;1
511;MS;F;17;U;A;mother;2;2;0;no;yes;4;1;11;9;10;1
512;MS;F;18;R;T;mother;1;2;1;no;yes;5;9;7;7;7;0
513;MS;F;16;U;T;mother;1;1;0;no;yes;1;0;8;6;8;0
514;MS;F;16;U;T;mother;1;1;0;no;yes;3;2;7;6;7;0
515;MS;F;18;U;T;mother;2;2;0;no;no;3;8;9;8;10;1
516;MS;F;16;R;T;father;1;2;0;no;yes;2;0;14;16;16;1
517;MS;F;16;R;T;mother;2;1;0;no;yes;2;0;14;14;15;1
518;MS;F;18;U;A;father;1;2;1;no;yes;1;8;8;5;8;0
519;MS;M;16;R;T;mother;2;2;0;no;yes;2;0;8;7;0;0
520;MS;F;16;U;T;mother;3;2;0;no;yes;5;6;6;8;8;0
521;MS;F;16;R;T;mother;2;2;0;no;yes;2;0;8;10;10;1
522;MS;F;16;U;T;mother;1;2;0;no;yes;3;4;8;8;8;0
523;MS;M;18;U;T;mother;1;4;0;no;yes;5;2;5;6;6;0
524;MS;F;16;R;T;mother;3;2;0;no;no;2;2;7;9;8;0
525;MS;M;17;U;T;mother;1;3;0;no;yes;5;0;15;14;16;1
526;MS;F;17;R;T;mother;1;1;0;no;yes;5;1;13;14;14;1
527;MS;M;16;U;T;mother;4;3;0;no;no;3;0;10;9;10;1
528;MS;F;17;R;T;mother;1;1;0;yes;yes;5;5;9;9;9;0
529;MS;F;16;U;T;father;2;1;0;no;no;5;1;11;11;11;1
530;MS;M;17;U;T;mother;1;1;0;no;yes;3;8;7;10;9;0
531;MS;M;17;U;T;mother;3;2;0;no;yes;1;0;10;10;10;1
532;MS;M;16;U;T;mother;2;2;0;no;yes;5;2;9;7;8;0
533;MS;F;16;U;T;mother;1;2;0;no;yes;3;0;14;15;16;1
534;MS;M;16;U;T;father;1;1;0;no;yes;5;0;11;12;12;1
535;MS;M;15;R;T;mother;3;2;0;no;no;5;11;9;11;10;1
536;MS;M;15;U;A;mother;3;4;0;no;no;5;8;13;14;14;1
537;MS;M;15;U;A;mother;1;1;0;no;yes;5;11;12;13;12;1
538;MS;F;16;R;T;mother;1;3;0;no;no;5;2;11;11;11;1
539;MS;F;16;U;T;mother;2;2;0;no;yes;1;8;9;10;10;1
540;MS;F;17;U;T;mother;2;1;0;no;no;1;5;9;11;11;1
541;MS;F;17;R;T;mother;2;2;0;yes;no;5;0;11;9;11;1
542;MS;F;16;U;T;mother;2;3;0;no;yes;5;1;10;11;12;1
543;MS;M;17;R;T;father;3;1;3;no;yes;5;2;9;9;8;0
544;MS;M;17;R;T;father;2;1;0;no;no;5;2;12;11;12;1
545;MS;M;17;U;T;mother;1;2;1;no;yes;5;8;8;9;8;0
546;MS;F;17;U;T;father;1;2;0;no;yes;5;0;13;15;16;1
547;MS;M;16;R;T;father;1;1;0;no;yes;2;0;10;11;11;1
548;MS;F;17;U;A;mother;1;2;0;no;yes;3;2;11;10;11;1
549;MS;F;17;R;T;mother;2;2;0;no;yes;5;0;17;18;18;1
550;MS;M;16;U;A;father;2;2;0;no;yes;5;0;12;13;13;1
551;MS;M;17;U;T;father;2;2;0;yes;yes;1;0;13;14;13;1
552;MS;M;19;U;T;mother;1;2;2;no;yes;4;2;9;9;10;1
553;MS;M;17;U;A;mother;1;1;0;no;no;5;4;11;11;12;1
554;MS;F;17;R;T;father;2;1;0;no;yes;4;3;10;11;10;1
555;MS;F;16;R;T;father;1;3;0;no;yes;3;5;13;14;13;1
556;MS;M;16;R;T;mother;1;1;0;no;no;5;4;9;10;11;1
557;MS;F;17;R;T;mother;2;2;3;no;yes;5;2;7;9;10;1
558;MS;M;17;R;T;mother;2;1;0;no;no;5;0;8;13;10;1
559;MS;M;18;R;T;other;3;1;1;no;no;4;0;12;12;13;1
560;MS;M;17;R;T;mother;2;1;0;no;yes;2;0;10;9;10;1
561;MS;M;18;U;T;mother;2;2;0;no;no;5;6;10;9;10;1
562;MS;F;16;R;T;father;1;2;0;no;no;1;0;11;13;12;1
563;MS;M;17;U;T;mother;1;1;1;no;no;5;0;7;0;0;0
564;MS;M;16;R;T;father;2;1;0;no;yes;5;2;11;9;10;1
565;MS;M;16;R;T;mother;2;1;0;no;yes;5;0;10;10;9;0
566;MS;M;18;R;T;other;2;1;1;no;yes;5;2;9;7;9;0
567;MS;M;18;R;T;mother;1;1;1;no;yes;5;0;4;0;0;0
568;MS;M;19;U;T;mother;2;1;3;no;no;3;4;6;11;9;0
569;MS;M;18;U;T;mother;1;2;2;no;yes;3;9;4;8;8;0
570;MS;M;16;R;T;mother;2;1;0;no;yes;4;6;7;8;8;0
571;MS;M;19;U;T;other;2;1;3;no;yes;5;4;8;9;9;0
572;MS;F;16;U;A;mother;2;2;2;no;no;1;8;5;5;7;0
573;MS;F;17;U;T;mother;1;1;0;no;no;5;9;7;9;10;1
574;MS;M;20;R;T;other;2;1;1;no;yes;4;12;8;11;10;1
575;MS;F;18;R;A;mother;1;1;0;no;yes;2;8;10;11;10;1
576;MS;M;18;R;T;mother;2;1;0;no;yes;5;8;9;10;11;1
577;MS;M;19;R;T;other;3;2;1;no;yes;2;8;10;9;11;1
578;MS;M;17;U;T;mother;2;2;1;no;yes;3;4;8;9;10;1
579;MS;M;18;U;T;mother;1;1;0;no;yes;3;0;9;10;9;0
580;MS;M;19;R;T;other;3;1;1;no;yes;5;4;8;9;10;1
581;MS;F;18;U;A;mother;2;2;2;no;no;5;2;6;8;8;0
582;MS;F;19;U;A;mother;1;1;0;no;no;5;0;6;8;7;0
583;MS;F;18;R;T;mother;2;1;1;no;yes;3;0;8;6;0;0
584;MS;F;17;R;T;mother;2;1;0;no;yes;5;0;10;11;11;1
585;MS;F;17;R;A;other;2;3;0;yes;no;3;5;8;7;8;0
586;MS;F;17;U;T;mother;1;2;0;no;yes;5;0;8;8;0;0
587;MS;F;18;R;T;mother;1;2;1;no;yes;4;3;7;6;8;0
588;MS;F;17;U;T;mother;1;1;0;no;no;5;0;8;10;9;0
589;MS;F;17;U;T;father;1;1;0;no;yes;3;0;7;10;10;1
590;MS;F;18;U;T;mother;3;2;2;no;no;5;3;7;8;7;0
591;MS;F;18;U;T;father;2;2;0;no;yes;1;2;12;13;14;1
592;MS;F;17;U;T;mother;2;1;0;no;yes;4;0;11;12;13;1
593;MS;F;18;U;A;mother;2;2;0;no;yes;4;0;12;13;14;1
594;MS;F;18;U;T;mother;2;2;0;no;yes;1;0;18;18;18;1
595;MS;M;18;U;T;mother;1;1;0;no;yes;5;3;17;17;17;1
596;MS;F;17;U;T;mother;2;2;0;no;yes;4;0;17;18;18;1
597;MS;F;18;R;T;mother;3;2;1;no;no;4;0;9;0;0;0
598;MS;M;18;U;T;mother;2;1;0;no;no;1;8;10;11;11;1
599;MS;M;18;R;T;mother;3;1;0;yes;yes;1;5;12;13;14;1
600;MS;M;17;R;T;father;3;1;0;no;no;4;4;12;13;14;1
601;MS;F;18;U;T;mother;2;2;0;no;yes;2;4;8;8;10;1
602;MS;F;18;U;T;father;2;3;0;no;yes;3;0;11;12;13;1
603;MS;F;18;R;A;mother;1;2;0;no;yes;5;0;5;0;0;0
604;MS;F;18;U;T;mother;3;2;1;no;no;2;2;9;10;10;1
605;MS;F;19;U;T;father;2;1;1;no;no;2;0;5;0;0;0
606;MS;F;17;U;T;father;2;4;0;no;yes;5;0;18;18;18;1
607;MS;F;17;R;A;mother;2;2;0;no;yes;2;5;11;11;12;1
608;MS;F;18;U;A;mother;1;2;0;no;no;3;2;8;10;11;1
609;MS;F;18;U;T;father;2;2;0;no;no;4;0;11;11;12;1
610;MS;F;19;R;A;other;2;2;3;no;no;1;0;8;0;0;0
611;MS;F;18;R;T;mother;2;3;0;no;yes;4;5;14;14;15;1
612;MS;M;17;R;T;mother;2;2;1;yes;yes;2;4;10;11;11;1
613;MS;F;18;U;T;father;1;2;0;no;no;5;0;10;10;10;1
614;MS;F;17;R;T;father;2;2;0;yes;yes;5;2;12;12;12;1
615;MS;F;17;U;A;mother;2;2;0;no;no;5;0;15;14;15;1
616;MS;M;18;U;T;father;2;1;0;no;yes;3;2;14;13;14;1
617;MS;F;18;U;T;father;2;3;0;no;yes;4;0;19;17;18;1
618;MS;F;18;R;A;mother;3;2;0;no;no;5;0;16;15;15;1
619;MS;F;18;U;T;mother;2;2;0;no;yes;3;6;13;12;13;1
620;MS;F;17;U;T;mother;1;2;0;no;yes;1;4;15;14;15;1
621;MS;F;17;R;T;father;2;2;0;no;no;3;0;13;13;13;1
622;MS;M;18;R;T;mother;2;2;0;yes;no;3;0;8;10;9;0
623;MS;M;18;U;T;mother;2;3;0;no;yes;5;0;15;16;16;1
624;MS;F;17;R;T;mother;3;1;1;no;yes;1;0;8;8;9;0
625;MS;F;18;U;T;father;2;1;0;no;yes;4;0;10;10;10;1
626;MS;F;18;R;T;father;3;2;0;no;yes;5;0;7;5;0;0
627;MS;M;18;R;T;father;3;1;0;no;yes;3;3;9;10;10;1
628;MS;F;17;U;T;mother;1;3;0;no;no;3;8;10;11;12;1
629;MS;F;17;R;T;mother;1;1;0;no;yes;1;4;7;8;9;0
630;MS;F;18;R;T;mother;2;3;0;no;yes;1;0;15;17;17;1
631;MS;F;18;R;T;mother;4;3;0;no;yes;4;4;10;11;12;1
632;MS;F;19;R;T;other;2;2;1;no;yes;3;4;7;8;9;0
633;MS;F;18;R;T;mother;1;2;0;no;yes;2;1;13;14;14;1
634;MS;F;18;U;T;mother;1;2;0;no;yes;1;1;16;16;16;1
635;MS;F;17;R;T;mother;1;2;0;no;yes;1;10;8;9;9;0
636;MS;M;18;U;T;father;1;2;0;no;yes;2;4;17;18;19;1
637;MS;M;18;R;T;mother;2;1;0;no;yes;5;0;7;7;0;0
638;MS;M;17;U;T;father;2;2;0;no;yes;3;4;14;15;16;1
639;MS;M;19;R;T;mother;2;1;1;no;no;5;0;5;8;0;0
640;MS;M;18;R;T;father;2;1;1;yes;no;3;0;7;7;0;0
641;MS;F;18;R;T;mother;2;3;0;no;no;4;0;14;17;15;1
642;MS;F;17;U;T;mother;2;2;0;no;yes;1;0;6;9;11;1
643;MS;F;18;R;T;mother;3;1;0;no;yes;5;4;7;9;10;1
644;MS;F;19;R;T;mother;1;3;1;no;yes;5;4;10;11;10;1
645;MS;F;18;U;T;mother;1;2;0;no;yes;1;4;15;15;16;1
646;MS;F;18;U;T;mother;2;2;0;no;no;5;6;11;12;9;0
647;MS;M;17;U;T;mother;2;1;0;no;yes;2;6;10;10;10;1
648;MS;M;18;R;T;mother;3;1;0;no;yes;5;4;10;11;11;1
